CUSTOMER,PhoneNumber, REVENUE ,MOU,DIRECTAS,OVERAGE,ROAM,CHANGEM,CHANGER,DROPVCE,BLCKVCE,UNANSVCE,CUSTCARE,THREEWAY,MOUREC,OUTCALLS,INCALLS,PEAKVCE,OPEAKVCE,DROPBLK,CALLFWDV,CALLWAIT,PHONES,MODELS,EQPDAYS,SETPRC,ProfitMargin,MONTHS,customer service calls,TotalNumTexts,DataUsageGB,CompetitivePackage,NumEmails,MinWebSurfing,MinMusicStreamed,NumPhotoUploadSocialMedia,NumMinStreamVideo,NumMinOnlineGames
1031488,510-387-2919,442.77,233.5,0.25,0,0,-48.5,-0.25,0.33,0.67,1,0,0,9.36,7.67,5.67,9.33,38,1,0,0,1,1,737,0,0.98,91,1,0,373.72,518.0409,84,88,90,16,163,55
1031688,415-374-8525,392.78,319.25,1.24,15.5,0,-106.25,-15.51,2,31.33,42,1.67,0,117.19,23.33,18.33,80.33,37.33,33.33,0,1,2,2,515,29.99,1.03,75,1,21,391.003,530.2560375,206,62,88,6,174,108
1031965,510-379-5592,265.75,733.5,0.25,102.75,0,283.5,-36.56,9.67,5.33,30,1,0,115.33,109,14.67,93,100.67,15,0,1,2,2,265,29.99,0.65,91,0,0,122.805,345.479875,190,39,69,25,39,139
1032137,510-345-8237,147.49,241.75,0,0,0,40.25,0,1,0.67,0.67,0,0,127.95,11.67,8.67,24.67,17.33,1.67,0,0,1,1,734,0,0.99,127,2,36,125.333,148.9646475,206,67,36,24,47,106
1032180,415-422-6690,232.12,301.5,1.24,29.5,0,114.5,-20.41,0.67,26.67,18,2.33,0.33,43.68,15,9.33,64.67,29.67,27.33,0,0.33,2,2,123,29.99,1.03,113,0,23,145.454,315.68388,192,77,48,22,56,15
1032322,510-346-2359,313.03,134.75,0,0,0,-47.75,0,0,0.67,8.67,0,0,94.79,1,1,26,22.67,0.67,0,0,1,1,627,0,1.23,110,3,0,298.405,381.901175,176,73,119,7,121,130
1032648,415-374-3534,168.6,1002.75,2.23,29.75,6.73,276.25,43.68,6.33,0,0.67,5.33,0,231.61,22,2.67,96.67,147,6.33,0,3,2,1,327,79.99,0.92,120,2,39,172.242,197.263755,176,101,39,22,70,106
1033306,415-381-4756,345.15,19.25,0,0,0,-10.25,0,0,0.67,2,0,0,0.82,3,0,7,6.67,0.67,0,0,1,1,668,0,1.02,157,1,28,368.839,283.022385,53,78,119,4,157,147
1033910,510-390-2805,345.89,336.75,0,0,0.16,-37.75,0.21,5.67,0.67,54.67,0,0,73.49,39,9.33,82.33,127.33,6.33,0,0.33,2,2,244,149.99,0.88,103,2,0,385.35,290.5497,186,120,84,18,169,41
1034371,408-390-2390,210.2,10.75,0,2.75,0,-5.75,-1.49,0,0.67,3,0,0.33,0.28,0,0,5,2.33,0.67,0,0,1,1,549,0,0.7,117,2,0,202.665,176.56695,225,96,103,16,74,97
1034863,415-419-9097,116.51,636,4.46,8.75,0,0,-2.58,4.33,17.67,85.33,2.67,0,73.63,21.33,0.67,230.33,141.67,22,0,0,1,1,544,0,0.66,140,1,0,108.47,209.7225,31,103,57,1,40,122
1034875,408-386-7281,251.91,471.5,0,8.5,0,-149.5,-3.25,10.33,1.67,37.67,6.67,0,107.78,7.33,0,73.67,106,12,0,0,4,4,121,99.99,0.75,127,2,0,144.215,357.713975,237,90,116,0,46,119
1034933,408-380-3561,267.85,662.25,0,0,0,-129.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,162,79.99,0.35,83,1,0,303.995,436.5893875,57,50,86,1,133,78
1035388,408-390-8760,82.77,86,0,0,0,40,3.38,0.67,0,6.33,0,0,8.23,4.33,0,21.67,14.33,0.67,0,0,2,1,168,149.99,1.17,121,2,0,48.13,142.3601,165,49,28,2,16,94
1035431,408-366-6730,255.86,633.5,0.74,73.25,0,-374.5,-26.38,6,13,27,0.33,0,143.77,49.33,19.33,75,110,19,0,2.33,2,2,391,59.99,0.78,145,1,43,108.779,322.388955,100,110,83,7,34,35
1035476,408-395-5285,187.84,149.5,0.25,0,0.71,92.5,0.04,0.33,5.33,13.33,0,0.33,0.91,0.67,0.67,17.67,4,5.67,0,0,1,1,643,0,0.76,113,3,0,144.11,172.8151,183,39,88,24,46,151
1035685,415-354-3436,232.83,692,4.7,0,0,100,6.07,21,17,124,2.67,0,68.73,59,6,153.67,194.33,38,0,0.67,1,1,533,0,0.99,117,1,0,144.45,188.590275,225,93,89,29,45,45
1036093,408-336-7600,303.47,358,0,7,0,-358,-2.91,0,0,6.33,1,0,15.69,0.67,0,14.33,9.67,0,0,0,1,1,636,0,0.71,65,1,0,279.015,288.2976875,110,97,63,8,122,142
1036414,415-383-6293,184.49,85.25,0.25,1,0,107.75,3.16,3.33,1,3,0,0.67,0.51,3,0,16,2.67,4.33,0,0,1,1,525,0,0.96,56,0,0,104.71,267.514125,246,72,31,27,37,89
1036485,415-362-4596,342.44,1659.5,4.95,44,0,47.5,29.52,9,6,77,7,1.67,356.7,113.67,14,438,192,15,0,15,1,1,586,0,1.19,96,3,0,407,510.2356,90,74,85,23,178,160
1036522,408-401-3926,359.35,1314.25,0,0,0,-56.25,0,1.67,0.33,12.33,0.33,0,324.06,19,14.33,26.33,97.67,2,0,0,2,2,62,149.99,0.81,151,0,0,258.725,280.295925,110,79,33,17,117,25
1036933,415-370-9116,351.1,501.5,0,4.5,0,-28.5,4.05,4.67,29.33,24,0,0.33,120.07,15,5.67,146,91.33,34,0,1.33,1,1,582,0,1.05,83,4,0,334.73,547.7121,117,97,94,19,142,31
1037661,510-328-6289,313.92,339.25,0,0,0,186.75,1.14,5.67,9.33,23,2.33,0,25.7,2.67,0.67,24.67,61.67,15,0,0.33,1,1,575,0,1.07,139,1,23,239.134,317.059705,163,34,23,8,111,110
1037930,510-350-9994,148.64,268.75,0.25,66.25,0.15,-128.75,-17.81,12.67,0.33,9,0,0,164.32,18.67,16.33,118,18,13,0,0,1,1,679,0,0.6,6,2,0,139.39,234.85515,128,62,98,2,47,150
1038466,510-351-4616,226.58,341.25,0,50.5,0,251.75,39.9,3,6.33,28.67,2.33,0,80.55,9.33,0,87,49.67,9.33,0,0.67,1,1,611,0,0.57,115,1,24,91.342,240.17109,77,45,61,17,27,143
1039025,415-360-5779,375.73,170.5,0.25,2.5,4.12,24.5,1.15,2,0,7.67,0,0.33,13.71,4,0,36,24.33,2,0,0,1,1,497,0,1.03,87,1,0,379.6,492.2063,97,75,76,13,169,117
1039342,415-417-4885,362.44,356.75,0.5,0,0,-36.75,-0.5,3.67,2.67,12,0,0,52.41,24.33,9.67,88.33,23,6.33,0,1,1,1,555,0,0.48,141,4,0,295.945,420.42895,173,40,117,16,119,64
1039492,510-406-4710,220.93,64.25,0.74,0,0,-11.25,-1.97,1,0.33,4.67,0.67,0,2.06,6,0.67,12.67,4.33,1.33,0,0,1,1,492,0,0.58,141,2,36,205.798,218.719215,160,38,77,0,85,157
1039545,415-409-8743,244.37,10.25,0,0,0,-0.25,-0.16,0,0,1,0,0,0,0,0,1.67,0.33,0,0,0,1,1,491,0,0.75,62,1,0,264.165,361.67315,68,77,107,19,103,180
1040357,415-335-4584,180.29,563.5,6.93,12.25,0,48.5,7.07,12.67,2,31.33,0.33,0,71.67,44,8,120.33,77.67,14.67,0,1.33,1,1,545,0,0.8,146,0,0,139.985,191.106075,138,47,91,30,43,36
1040509,415-361-9845,322.5,547.75,0.25,0,0,45.25,-0.47,17,0.33,28,2,0,88.4,29.33,5,74,92,17.33,0,1,3,2,223,99.99,0.36,92,3,33,257.514,477.29334,233,66,92,6,107,40
1040737,510-366-5699,223.16,449.75,0.25,1,0,-43.75,-0.55,1.33,0,6.33,0,0,148.54,14,0,23,42.67,1.33,0,0,1,1,541,0,0.36,185,1,31,139.738,368.219775,130,31,113,27,39,76
1040906,415-329-9364,146.26,1560.5,0,954.75,0,5.5,-4.13,5.67,0,32,0,0,720.99,61.67,43.67,154,119,5.67,0,5,1,1,540,0,0.54,148,1,0,136.955,216.45925,123,88,103,7,43,172
1040945,408-390-7434,294.07,12.5,0,0,0,-2.5,0.53,0,0,2,0.33,0,0,5.67,0,2.67,4.67,0,0,0,2,1,352,149.99,0.31,94,0,38,282.349,367.5896875,212,47,54,8,127,20
1041488,510-404-9680,311.92,387,0.25,1,4.36,-74,6.92,2.67,55,14.33,0,0.33,61.67,21.67,10.67,101,21.33,57.67,0,0.67,1,1,471,0,0.65,32,2,0,353.695,517.789275,113,70,80,16,154,169
1042335,408-338-9398,329.24,277,1.73,58.5,0.2,-277,-50.19,1.67,4.67,0.33,1.33,0,11.65,4,0.67,19.33,6.67,6.33,0,0.33,2,1,158,79.99,1.05,68,2,0,257.585,480.688575,56,49,117,9,102,39
1042457,408-394-2445,401.37,51.25,0,0,0,2.75,0,1,0,0,0,0,15.48,4,0.33,7,8.33,1,0,0,1,1,571,0,0.97,64,1,27,377.196,413.40801,111,116,35,2,178,133
1042696,415-381-2709,319.63,1548,1.73,216.25,0.39,-546,-52.45,27.67,9,126.67,0,0.33,409.15,58.67,106,319.67,261,36.67,0,10,2,2,120,79.99,1,25,1,0,205.505,447.48025,151,46,60,14,85,130
1043231,415-397-5060,264.05,3,0,0,0,-1,-0.27,0,0,0,0,0,0,0,0,0.67,0,0,0,0,1,1,456,0,0.78,65,0,0,237.69,229.721325,146,60,31,11,108,78
1043680,408-415-2393,248.32,0,0,0,0,,,0.67,0,0.33,0,0,0,0,0,0,0,0.67,0,0,2,1,19,149.99,0.93,179,2,0,248.52,442.0096,121,79,62,24,103,157
1043699,415-377-1765,376.69,239.5,0,5.25,0,-27.5,-0.47,13,8.33,113.33,0.33,0.33,47.33,28.33,3.67,64.33,43.67,23.33,0,0,1,1,451,0,0.56,94,2,0,298.835,557.49565,247,48,106,0,126,100
1044060,415-409-2111,223.82,144.5,0,0.5,0,120.5,-11.53,1.33,5,0.67,0,0.33,0.58,0.33,0,18.67,8.67,6.33,0,0,4,3,78,29.99,0.65,62,1,0,161.56,373.7794,84,44,87,23,56,87
1044148,415-401-3170,233.3,535.75,0.5,0,0,-93.75,0.05,2.67,1.33,10.67,0.33,0,144.33,33,1,78.33,117.33,4,0,2.33,2,2,10,149.99,0.92,127,2,0,91.845,275.298425,144,33,115,18,17,65
1044161,408-405-5681,345.58,1020,3.47,50.5,0,247,14.43,9.67,0,22.33,4.67,0,254.26,81.67,15.33,218.67,55.33,9.67,0,5.33,5,4,421,39.99,0.63,116,2,0,401.265,504.544975,225,68,118,20,170,62
1044285,408-411-4582,214.8,502.5,0,30.5,0,198.5,36.6,8.67,0.67,9.33,0,0,114.66,16,0.33,49.67,67.67,9.33,0,2.33,2,2,195,29.99,0.51,70,1,0,103.055,221.2452875,247,36,86,28,26,26
1044514,510-355-5009,403.14,49.25,0,0,0,-42.25,0,1,0,3.67,0,0.67,7.92,14,1.67,20,9,1,0,0,3,3,127,9.99,1.2,94,1,23,355.924,620.84022,108,39,59,11,162,62
1044581,415-372-3750,337.12,564.25,0.74,34.75,0,-13.25,-4.05,15,0.67,51,1.33,0,134.3,38.33,17.67,42,119.33,16,0,1.67,4,3,133,199.99,1.16,126,1,0,325.94,310.1458,234,30,47,6,150,111
1044654,408-405-2888,178.68,2178.75,3.47,456,0,-738.75,-188.89,36.67,2.33,97.67,9.33,2,567.5,338,136.67,344.33,355.67,39,0,10.67,4,3,28,199.99,0.36,67,1,36,151.758,250.1499,134,96,25,18,63,179
1044881,408-361-3337,313.52,720.5,0.25,0,0.16,0.5,0.58,3,6.33,40.67,0,0,115.1,22.33,9.67,136,82.67,9.33,0,0,2,2,337,9.99,0.64,19,0,0,329.17,457.73555,222,108,107,19,135,153
1045062,510-350-1639,223.55,112.25,0,0,0,-69.25,-18.74,0.67,3,10.67,0,0,16.15,5,2.67,29.33,16.33,3.67,0,0,1,1,437,0,1.08,170,3,0,200.63,277.2051,225,89,82,11,79,49
1045590,415-333-3221,144.17,226,0,0,0,0,0,3.33,4.33,32.33,0,0,3.06,11.33,0.67,74.33,20.67,7.67,0,0,4,2,273,59.99,0.43,73,1,0,98.98,164.3481,50,118,98,27,21,54
1045819,408-422-1471,336.43,1222,0,8.75,0,-162,-3.06,3.67,0.67,108.33,6.67,0,17.56,30,4,54.33,92,4.33,0,0.67,2,2,342,9.99,0.58,106,5,0,305.795,605.56725,194,49,71,20,131,160
1046865,415-399-7865,322,722.25,1.24,15.25,0,18.75,-1.8,8.67,7.33,68.33,0.67,0,193.22,7,2.67,202,135.67,16,0,4.67,1,1,420,0,0.63,93,0,0,207.165,576.3867125,42,31,53,27,84,174
1047391,510-373-4819,190.19,375.75,0.25,85.75,0,-300.75,-124.14,2.67,2.33,41.33,1.67,0,122.72,51,17,169.67,71.67,5,0,1,3,2,153,199.99,1.25,164,1,0,70.59,150.252075,68,82,60,12,18,110
1047415,408-338-6981,238.39,214.75,0,0,0,38.25,-0.45,2,0.33,26.33,0,0,26.71,38.67,9.67,46.67,68,2.33,0,0,1,1,415,0,0.32,51,1,0,222.76,185.9442,193,51,17,17,102,61
1048121,415-418-4365,420.77,413,0,23.25,0.2,121,19.84,6.67,3.33,38.67,2.33,1.67,161.44,34.33,4.67,64,80,10,0,1.67,1,1,470,0,0.78,107,1,0,338.655,500.7177875,235,88,18,25,157,79
1048185,415-359-5461,334.39,262,0.25,5,0,-59,-2.19,2.33,0.33,27.33,0,0,65.08,14,3.33,39.33,44.67,2.67,0,0,1,1,515,0,1.01,130,0,0,397.17,317.668125,68,46,84,14,177,54
1048449,408-375-3586,295.37,1252.25,0,29.5,0,329.75,-5.1,10.67,0,47.67,7.67,0,400.47,28.33,8.33,198.67,206.33,10.67,0,2.67,2,2,434,149.99,0.69,80,0,0,182.91,230.39055,186,84,27,16,80,54
1049317,415-407-8376,348.15,1093.5,0.74,55.75,0.45,5.5,-0.82,23.67,0,28.67,0,0,175.19,62,9.67,92,198,23.67,0,0,1,1,459,0,0.77,94,3,0,353.84,327.261,175,105,70,20,155,117
1049729,408-408-6496,143.07,376,4.46,92,0,-376,-58.46,9,0,48.33,0,0,94.06,15,7,189.33,41.67,9,0,0.67,4,3,102,129.99,1.15,118,3,23,82.564,185.9949,161,34,115,6,15,92
1049733,415-385-7688,327.18,1754.25,0,2.25,0,564.75,-1.79,11.33,0.67,69,6.33,1.33,353.88,78.67,35,150,289,12,0,6,1,1,563,0,0.33,117,1,23,372.469,320.638115,135,57,55,4,173,15
1049777,415-332-6934,300.47,293.75,1.24,0,0,41.25,0.74,5.67,0,19,0,0,33.45,8,2,106,23.33,5.67,0,0.33,1,1,455,0,0.58,78,5,0,205.185,351.5484375,46,35,26,22,91,34
1050212,510-378-3625,237.08,1317.5,5.45,0,0.44,154.5,4.01,5,2,15.33,0,0.33,191.1,64,11,112.67,89.33,7,0,2,2,1,60,149.99,0.34,208,2,0,134.99,272.644875,74,88,42,30,50,31
1050361,510-353-7292,171.06,339,0,0,0,37,0,2.33,0.33,19.67,0,0,31.32,3,1.33,26.67,18.67,2.67,0,0.67,2,1,490,59.99,0.68,131,2,26,149.168,307.9008,42,40,66,18,55,124
1050791,408-399-6786,247.24,835.25,0,4.75,0,-319.25,-10.51,2.67,5,29,0.33,0,344.89,35,16.33,155.33,160,7.67,0,3.33,3,2,163,99.99,0.5,63,0,0,182.98,192.8433,46,102,117,12,62,170
1050880,415-358-3261,421.38,0,0,0,0,0,-0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,384,0,0.44,53,1,24,343.247,716.337925,249,62,39,14,158,89
1051156,408-377-9932,372.85,369,0.25,0,2.38,-102,-1.52,2.67,0.33,26,0,0,149.08,39.33,1,65.33,93,3,0,3.67,1,1,490,0,0.83,62,0,0,347.36,671.13,119,41,98,6,151,77
1051922,415-397-4030,385.41,529.25,0,54.5,0,102.75,-2.4,3,4.33,14.33,0,0,97.21,45,16.67,54.67,54,7.33,0,0.67,1,1,375,0,1.08,97,2,0,339.77,404.677875,63,99,67,21,149,84
1051972,510-367-1062,319.77,296,0.74,29,0,-106,-9.04,10,0,1,0,0,43.56,41.33,3,44.33,61.33,10,0,0.67,1,1,483,0,0.81,105,1,0,361.285,412.5081375,83,98,119,8,152,141
1052057,415-341-8467,156.63,176,3.22,0,0.64,32,7.08,0.67,2.33,7.33,0,0,21.41,5.33,0.67,37.67,34,3,0,0,1,1,374,0,0.33,157,0,0,93.06,166.0225,133,115,36,21,31,131
1052165,415-339-9453,383.49,318.25,0.99,2,0,115.75,0.37,2.67,4,27,0.33,0,81.94,31.67,13.33,99.33,39,6.67,0,2,1,1,481,0,1.29,66,2,36,376.938,682.61843,155,55,82,8,168,94
1052446,415-344-3388,276.28,684.25,2.48,116.75,0,546.75,138.2,12,0,9.33,0,0.33,247.93,29.33,0.33,48,67,12,0,3,4,2,270,99.99,1.04,122,2,0,186.985,397.8414,68,81,89,11,71,76
1052457,415-375-8013,336.39,135.75,1.24,16.25,0,-18.75,-7.2,4.67,0,3,2,0,3.36,24,3,55.33,25.33,4.67,0,0,1,1,371,0,0.87,38,1,0,248.695,531.498175,143,76,75,21,102,79
1053062,510-408-4142,262.7,246,0,0,0,-73,-3.11,1,0,10,0,0.33,25.81,8.67,0,31,12.33,1,0,0,1,1,473,0,1.2,106,1,0,301.995,307.3546125,98,105,60,21,132,19
1054148,510-386-3671,300.14,223.75,0.5,0,0,44.25,2.65,1.33,0,9.67,0.33,0,49.59,37,10.33,26,89.33,1.33,0,0.67,1,1,356,0,0.43,99,1,0,229.615,327.1539625,220,99,79,14,92,172
1054155,415-411-2284,186.82,632,0,68.75,1.85,120,23,4.33,7.33,46,0,0,184.53,27,1,109,77.33,11.67,0,1,1,1,525,0,0.94,99,0,0,183.845,311.9956625,81,68,115,10,65,37
1054508,510-346-7795,425.1,617.25,5.45,126.5,0,-19.25,-40.4,13.33,1.33,56.67,1,0.33,162.2,43.67,1.33,123,111,14.67,0,3.33,2,2,74,9.99,0.52,144,3,0,385.44,714.168,60,108,103,9,167,137
1054914,415-333-5609,385.97,93.5,0.25,0,0,-10.5,-2.91,0,1.67,3,0,0,2.29,3.33,0.33,8.33,12,1.67,0,0,1,1,458,0,0.37,82,4,24,404.137,505.6243025,156,49,101,14,177,33
1055178,408-405-1842,243.98,475.75,0,0,0,-36.75,-0.45,1,0.33,17.67,0,0,104.03,25.33,0.33,89,39,1.33,0,0,1,1,349,0,0.37,86,0,31,127.478,197.622585,60,85,51,26,45,78
1055376,510-366-6345,199.35,231.5,0,37.5,0,-46.5,4.38,2.33,0.33,5.33,0.33,0,70.07,12.67,5,46,16.67,2.67,0,1,1,1,455,0,0.96,70,0,0,129.855,221.2798875,183,116,39,7,53,47
1056029,415-337-9345,280.02,305.5,0.74,0,0,-74.5,2.23,2.67,0.67,18.67,0,0,1.35,0.67,0,34.67,34,3.33,0,0,1,1,512,0,0.66,93,3,0,144.485,473.2401375,107,94,57,16,54,140
1056211,415-328-6770,209.17,214.75,1.49,0,0,-214.75,-108.84,10.33,2,21.33,0.33,0,34.31,8.33,2.33,47,30.67,12.33,0,0.33,1,1,341,0,0.93,93,0,0,84.985,161.0599375,209,52,99,3,19,177
1056507,415-380-7321,137.37,2617.5,16.09,208.25,0,-814.5,-67.94,25,15.33,92.67,6,0,487.72,85,24.33,565.67,97.33,42,0,26.67,1,1,508,0,0.34,120,4,0,116.045,182.7070875,118,35,50,23,40,154
1056704,415-375-1476,355.35,467.75,0.25,15.25,0,55.25,2.27,7.67,0.67,11,4.33,0,131.86,4.67,0,42.67,41,8.33,0,0.67,2,2,160,79.99,0.55,136,2,0,294.395,493.9312875,137,70,94,15,122,143
